clip_uid,release_session_id,channel,condition,fault_mode,protocol_axis,speed_profile,clip_index,clip_audio_file,source_audio_file,clip_start_seconds,clip_end_seconds,clip_duration_seconds,benchmark_label,primary_phase,bed_heating_overlap_seconds,nozzle_heating_overlap_seconds,homing_overlap_seconds,printing_motion_overlap_seconds,matched_interval_ids,matched_interval_count,anomaly_overlap_seconds_max,anomaly_overlap_seconds_total,event_evidence,selection_rule,event_rule_version,split_role,sampling_seed
asd3dp_s0014_clip0000092,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000092,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000092_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,910,920,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000093,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000093,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000093_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,920,930,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000094,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000094,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000094_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,930,940,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000095,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000095,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000095_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,940,950,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000097,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000097,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000097_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,960,970,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000098,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000098,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000098_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,970,980,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000100,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000100,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000100_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,990,1000,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000101,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000101,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000101_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1000,1010,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000102,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000102,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000102_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1010,1020,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000104,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000104,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000104_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1030,1040,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000105,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000105,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000105_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1040,1050,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000106,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000106,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000106_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1050,1060,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000107,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000107,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000107_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1060,1070,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000109,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000109,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000109_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1080,1090,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000110,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000110,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000110_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1090,1100,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000111,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000111,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000111_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1100,1110,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000113,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000113,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000113_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1120,1130,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000114,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000114,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000114_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1130,1140,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000116,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000116,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000116_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1150,1160,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000117,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000117,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000117_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1160,1170,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000118,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000118,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000118_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1170,1180,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000119,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000119,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000119_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1180,1190,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000121,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000121,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000121_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1200,1210,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000122,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000122,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000122_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1210,1220,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000124,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000124,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000124_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1230,1240,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000125,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000125,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000125_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1240,1250,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000126,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000126,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000126_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1250,1260,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000127,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000127,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000127_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1260,1270,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000129,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000129,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000129_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1280,1290,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000130,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000130,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000130_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1290,1300,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000132,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000132,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000132_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1310,1320,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000133,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000133,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000133_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1320,1330,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000134,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000134,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000134_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1330,1340,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000135,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000135,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000135_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1340,1350,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000137,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000137,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000137_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1360,1370,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000138,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000138,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000138_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1370,1380,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000139,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000139,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000139_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1380,1390,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000141,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000141,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000141_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1400,1410,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000142,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000142,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000142_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1410,1420,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000144,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000144,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000144_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1430,1440,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000145,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000145,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000145_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1440,1450,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000146,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000146,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000146_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1450,1460,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000148,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000148,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000148_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1470,1480,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000149,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000149,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000149_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1480,1490,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000150,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000150,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000150_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1490,1500,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000151,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000151,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000151_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1500,1510,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000153,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000153,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000153_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1520,1530,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000154,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000154,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000154_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1530,1540,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000155,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000155,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000155_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1540,1550,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000157,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000157,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000157_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1560,1570,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000158,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000158,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000158_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1570,1580,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000159,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000159,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000159_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1580,1590,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000161,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000161,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000161_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1600,1610,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000162,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000162,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000162_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1610,1620,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000164,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000164,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000164_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1630,1640,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000165,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000165,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000165_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1640,1650,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0014_clip0000167,asd3dp_s0014,ch2,normal,none,print_fast_loaded,fast,0000167,clipped/audio_event_clean/normal/asd3dp_s0014_clip0000167_ch2_normal.wav,all/audio/files/asd3dp_s0014_ch2.wav,1660,1670,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000001,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000001,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000001_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,0,10,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000002,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000002,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000002_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,10,20,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000003,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000003,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000003_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,20,30,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000004,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000004,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000004_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,30,40,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000005,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000005,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000005_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,40,50,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000006,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000006,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000006_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,50,60,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000007,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000007,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000007_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,60,70,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000008,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000008,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000008_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,70,80,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000009,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000009,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000009_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,80,90,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000010,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000010,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000010_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,90,100,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0016_clip0000011,asd3dp_s0016,ch2,normal,none,motion_slow_no_filament,slow,0000011,clipped/audio_event_clean/normal/asd3dp_s0016_clip0000011_ch2_normal.wav,all/audio/files/asd3dp_s0016_ch2.wav,100,110,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
